City Name,Temperature,Humidity,Cloudiness,Wind Speed,Country,Latitude,Longitude,Date
Port Hawkesbury,34.12,74,40,12.75,CA,45.62,-61.36,1554922028
Inta,13.99,74,0,4.72,RU,66.04,60.13,1554922159
Cayenne,84.2,74,75,10.29,GF,4.94,-52.33,1554919200
Buchanan,86.0,74,40,9.17,LR,5.88,-10.05,1554919200
Tungor,11.92,74,0,8.41,RU,53.39,142.95,1554922204
Salalah,82.4,74,40,5.82,OM,17.01,54.1,1554918600
Roura,84.2,74,75,10.29,GF,4.73,-52.33,1554919200
Sao Joao da Barra,80.6,74,75,19.26,BR,-21.64,-41.05,1554919200
Leningradskiy,0.22,74,24,19.6,RU,69.38,178.42,1554922001
Macia,76.63,73,92,9.19,MZ,-25.03,33.09,1554922029
Ust-Maya,13.27,73,36,2.48,RU,60.42,134.54,1554922067
Chulym,18.85,73,0,3.38,RU,55.09,80.97,1554922188
Aklavik,11.46,72,75,2.24,CA,68.22,-135.01,1554919200
Elban,27.22,72,36,5.06,RU,50.1,136.51,1554922063
Conde,86.8,72,36,8.75,BR,-11.81,-37.61,1554922156
Haimen,49.98,72,100,5.06,CN,31.87,121.18,1554922191
Takab,38.47,72,8,3.38,IR,36.4,47.11,1554922186
Castro,53.6,71,75,6.93,CL,-42.48,-73.76,1554919200
Tsabong,66.37,71,68,6.73,BW,-26.02,22.4,1554922170
Barcelona,54.37,71,20,6.93,ES,41.38,2.18,1554922049
Gorodishche,50.26,71,48,7.63,RU,53.27,45.7,1554922057
Belmonte,53.01,71,24,5.01,PT,40.36,-7.35,1554921957
Khatanga,-2.39,71,44,8.75,RU,71.98,102.47,1554921973
Ancud,53.6,71,75,6.93,CL,-41.87,-73.83,1554919200
Shakawe,71.86,71,24,3.38,BW,-18.36,21.84,1554922107
Suphan Buri,85.42,71,0,9.08,TH,14.47,100.12,1554921948
Vostok,20.83,71,24,1.92,RU,46.45,135.83,1554922069
Portland,49.78,71,90,11.41,US,45.52,-122.67,1554921509
Eureka,54.79,71,1,17.22,US,40.8,-124.16,1554921826
Tilichiki,8.68,70,44,3.04,RU,60.47,166.1,1554922162
Izumo,48.2,70,75,13.87,JP,35.37,132.75,1554919200
Puerto Ayora,82.22,70,75,18.34,EC,-0.74,-90.35,1554921951
West Bay,50.43,70,20,5.82,GB,50.71,-2.76,1554921979
Hobart,45.01,70,40,9.17,AU,-42.88,147.33,1554921794
New Norfolk,44.82,70,40,9.17,AU,-42.78,147.06,1554921925
Cherskiy,11.02,70,44,2.71,RU,68.75,161.3,1554922026
Georgetown,88.9,70,40,11.41,GY,6.8,-58.16,1554919200
Saskylakh,0.94,70,64,7.74,RU,71.97,114.09,1554922092
Grindavik,45.66,70,75,24.16,IS,63.84,-22.43,1554921000
Liuhe,21.28,69,0,2.26,CN,42.28,125.73,1554922118
Acapulco,82.4,69,5,16.11,MX,16.86,-99.88,1554918120
Amga,22.0,69,68,4.38,RU,60.89,131.98,1554922182
Yeppoon,75.2,69,75,6.93,AU,-23.13,150.74,1554919200
Cornwall,37.51,69,90,8.05,CA,45.02,-74.73,1554921964
Itapema,79.45,69,75,9.17,BR,-27.09,-48.61,1554921982
Pevek,6.88,69,8,12.77,RU,69.7,170.27,1554922003
Kahului,72.77,69,20,9.17,US,20.89,-156.47,1554921644
Tiksi,1.03,69,44,2.82,RU,71.64,128.87,1554922068
Haines Junction,29.65,69,56,2.48,CA,60.75,-137.51,1554921992
Tasiilaq,39.2,69,75,27.51,GL,65.61,-37.64,1554918600
Muzaffarpur,77.0,69,0,5.82,IN,26.12,85.39,1554919200
Tecoanapa,82.4,69,5,16.11,MX,16.99,-99.26,1554918120
Aljezur,59.27,68,64,20.71,PT,37.31,-8.8,1554922123
Bonthe,86.8,68,8,6.17,SL,7.53,-12.5,1554922102
Sidney,28.99,68,75,11.41,US,47.72,-104.16,1554922025
Itoman,67.03,68,75,9.17,JP,26.12,127.67,1554921746
Ushumun,18.4,68,0,2.37,RU,52.78,126.54,1554922112
Ponta do Sol,79.78,68,48,6.17,BR,-20.63,-46.0,1554922077
Busselton,56.26,67,56,8.41,AU,-33.64,115.35,1554921915
Norman Wells,23.0,67,40,9.17,CA,65.28,-126.83,1554919200
Batagay-Alyta,7.78,67,76,2.71,RU,67.8,130.41,1554922220
Cidreira,78.25,67,0,10.65,BR,-30.17,-50.22,1554922095
Zaysan,39.1,67,92,3.94,KZ,47.47,84.87,1554922095
Birjand,57.2,67,0,6.93,IR,32.86,59.22,1554919200
Pinawa,38.47,66,0,11.21,CA,50.15,-95.88,1554921979
Clyde River,10.4,66,20,1.59,CA,70.47,-68.59,1554919200
Mount Gambier,51.8,66,90,1.48,AU,-37.83,140.78,1554919200
Chuy,79.87,66,0,13.11,UY,-33.69,-53.46,1554921990
Ballina,50.36,66,75,8.05,IE,54.11,-9.15,1554922091
Deder,72.94,66,80,3.27,ET,9.31,41.44,1554922004
Haapiti,86.0,66,20,3.36,PF,-17.57,-149.87,1554921742
Egvekinot,-9.95,66,20,2.59,RU,66.32,-179.17,1554921980
Tiarei,86.0,66,20,3.36,PF,-17.53,-149.33,1554921742
Punta Arenas,50.0,66,75,14.99,CL,-53.16,-70.91,1554921747
Virbalis,39.37,65,68,6.73,LT,54.63,22.82,1554922110
Karratha,81.4,65,76,2.93,AU,-20.74,116.85,1554922011
Wurzen,43.3,65,0,8.05,DE,51.37,12.74,1554922024
Francisco Sa,82.4,65,20,3.36,BR,-16.48,-43.49,1554919200
Kapaa,75.99,65,20,18.34,US,22.08,-159.32,1554921918
Pustoshka,37.3,65,56,5.95,RU,56.34,29.37,1554922054
Cervo,77.0,65,75,2.24,BR,-22.19,-46.24,1554919200
Yellowknife,41.14,64,75,5.82,CA,62.45,-114.38,1554921859
Saint-Philippe,37.27,64,1,6.93,CA,45.36,-73.48,1554921957
Kemptville,39.06,64,90,5.82,CA,45.02,-75.64,1554921775
Cairns,74.07,64,75,11.41,AU,-16.92,145.77,1554921634
Riyadh,71.6,64,90,24.16,SA,24.63,46.72,1554919200
Havre-Saint-Pierre,37.4,64,75,11.41,CA,50.23,-63.6,1554919200
Oksfjord,33.12,64,75,20.8,NO,70.24,22.35,1554920400
Bluff,70.87,64,76,9.42,AU,-23.58,149.07,1554921977
Faya,67.14,63,0,3.36,SA,18.39,42.45,1554919200
Kodinar,76.81,63,8,7.85,IN,20.79,70.7,1554922151
Coquimbo,64.4,63,0,12.75,CL,-29.95,-71.34,1554919200
Sorland,32.36,63,0,3.36,NO,67.67,12.69,1554920400
Los Llanos de Aridane,62.58,63,20,12.75,ES,28.66,-17.92,1554921646
Melville,29.73,63,90,14.99,CA,50.93,-102.81,1554921521
Abha,67.14,63,0,3.36,SA,18.22,42.5,1554919200
Camacha,62.6,63,20,9.17,PT,33.08,-16.33,1554921000
Canora,28.4,63,90,14.99,CA,51.64,-102.43,1554919200
Touros,87.8,62,40,12.75,BR,-5.2,-35.46,1554919200
Mantua,56.82,62,75,3.36,IT,45.16,10.79,1554922024
Rome,51.35,62,0,5.82,IT,41.89,12.48,1554921939
Bobrovytsya,56.55,62,0,15.66,UA,50.75,31.38,1554921847
Tacuarembo,81.67,62,0,7.07,UY,-31.73,-55.98,1554922016
Kralendijk,86.0,62,40,21.92,BQ,12.15,-68.27,1554918900
Vila Velha,85.24,62,40,12.75,BR,-3.71,-38.6,1554921489
Zhezkazgan,44.5,62,20,12.66,KZ,47.8,67.71,1554922194
Maldonado,77.0,61,40,8.05,UY,-34.91,-54.96,1554919200
Gamba,9.31,61,44,1.7,CN,28.28,88.52,1554922065
Chokurdakh,-2.93,61,8,2.71,RU,70.62,147.9,1554922103
Saint Simons,77.5,61,40,6.93,US,31.14,-81.39,1554922028
Ust-Kuyga,0.4,61,20,2.93,RU,70.0,135.55,1554922214
Tommot,26.77,61,68,4.72,RU,58.97,126.27,1554922139
Meadow Lake,46.4,61,75,11.41,CA,54.13,-108.44,1554919200
Saldanha,52.06,61,44,9.64,PT,41.42,-6.55,1554922012
Verkhoyansk,13.09,61,48,5.73,RU,67.55,133.39,1554922064
Den Helder,42.33,60,75,19.46,NL,52.96,4.76,1554921996
Russell,78.8,60,0,6.93,AR,-33.01,-68.8,1554919200
Zlotow,37.74,60,75,9.17,PL,53.36,17.04,1554922162
Chipinge,77.35,60,56,7.96,ZW,-20.19,32.62,1554922230
Kachug,28.84,60,68,3.6,RU,53.96,105.89,1554922160
Lowestoft,43.25,60,75,12.75,GB,52.48,1.75,1554922068
Pulandian,41.0,60,0,6.71,CN,39.4,121.96,1554919200
Sola,38.98,60,0,4.7,NO,58.89,5.65,1554921983
Nuuk,41.0,60,75,8.05,GL,64.17,-51.74,1554921720
San Patricio,83.65,60,0,3.15,PY,-26.98,-56.83,1554922193
Nadym,1.93,59,0,4.72,RU,65.53,72.51,1554922069
Nador,62.6,59,20,18.34,MA,35.17,-2.93,1554919200
Bom Jesus da Lapa,89.6,59,40,5.82,BR,-13.25,-43.41,1554919200
Dunabogdany,58.23,59,75,11.41,HU,47.79,19.04,1554922227
Puerto Colombia,93.2,59,40,9.17,CO,10.99,-74.96,1554919200
Teguldet,22.18,59,0,6.62,RU,57.31,88.17,1554922117
Batagay,12.1,59,24,6.73,RU,67.65,134.64,1554922041
Coseiu,58.05,58,48,6.93,RO,47.32,22.98,1554921000
Fortuna,59.13,58,20,4.7,ES,38.18,-1.13,1554922163
Travesia,84.2,58,75,5.82,HN,15.87,-87.9,1554919200
Amapa,86.0,58,75,5.82,HN,15.09,-87.97,1554919200
Bathsheba,86.0,58,75,14.99,BB,13.22,-59.52,1554919200
Maceio,87.8,58,40,13.87,BR,-9.67,-35.74,1554919200
Yumen,29.56,58,0,5.73,CN,40.29,97.04,1554922150
Stokmarknes,28.74,58,0,2.24,NO,68.56,14.91,1554921905
Tapes,79.87,58,0,7.4,BR,-30.67,-51.4,1554921985
Wyndham,49.62,57,0,8.05,GB,51.61,-3.54,1554922157
Kiruna,23.0,57,12,4.7,SE,67.86,20.23,1554920400
Severo-Yeniseyskiy,17.05,57,68,9.53,RU,60.37,93.04,1554922148
Marzuq,66.37,57,0,3.04,YE,14.4,46.47,1554922027
Florianopolis,79.77,57,40,9.17,BR,-27.6,-48.55,1554921112
Samaipata,77.62,56,0,7.74,BO,-18.18,-63.88,1554921990
Puerto del Rosario,68.0,56,40,25.28,ES,28.5,-13.86,1554919200
Tomatlan,82.3,56,0,3.38,MX,19.93,-105.25,1554922113
Tabas,69.8,56,0,2.24,IR,33.6,56.92,1554919200
Tutoia,89.6,55,40,10.29,BR,-2.76,-42.27,1554919200
La Ronge,35.6,55,40,10.29,CA,55.1,-105.3,1554919200
Sturgeon Bay,37.51,55,1,12.75,US,44.83,-87.38,1554921985
Guantanamo,86.0,55,40,11.41,BO,-16.14,-62.05,1554919200
Steinbach,38.86,55,40,16.11,CA,49.53,-96.69,1554921989
Esperance,86.92,55,40,12.75,TT,10.24,-61.45,1554921996
Gorin,60.94,54,75,25.28,US,40.36,-92.02,1554921464
Avera,80.83,54,40,6.93,US,33.19,-82.53,1554922024
Santa Luzia,80.33,54,40,8.05,BR,-19.77,-43.85,1554921358
Bayan,15.25,54,0,6.17,MN,47.25,107.54,1554922062
Souillac,55.38,54,20,12.75,FR,45.6,-0.6,1554921964
Miajadas,58.5,54,48,3.0,ES,39.15,-5.91,1554922082
Progreso,76.48,54,40,5.82,UY,-34.68,-56.22,1554921973
Rio Grande,82.4,54,20,13.87,BR,-32.03,-52.1,1554919200
Mount Isa,71.6,53,0,10.29,AU,-20.73,139.49,1554919200
Rincon de La Victoria,75.2,53,20,11.41,BO,-21.52,-64.81,1554919200
Suhbaatar,33.07,53,0,6.4,MN,50.23,106.21,1554922109
Zabol,69.8,52,0,21.92,IR,31.03,61.49,1554919200
Hami,42.43,52,76,2.59,CN,42.84,93.51,1554921998
Shelburne,41.86,52,20,13.87,CA,44.08,-80.2,1554921996
Acacoyagua,93.2,52,40,3.36,MX,15.34,-92.68,1554918060
Broken Hill,44.6,52,0,4.7,AU,-31.97,141.45,1554919200
Cochrane,60.8,51,0,8.05,CL,-47.25,-72.57,1554919200
Half Moon Bay,61.97,51,20,8.05,US,37.46,-122.43,1554922123
San Pedro,79.0,51,44,1.99,AR,-33.68,-59.66,1554921405
Ushuaia,51.8,50,90,19.46,AR,-54.81,-68.31,1554919200
Lebu,65.2,50,44,6.62,ET,8.96,38.73,1554922037
Skelleftea,29.05,50,0,4.7,SE,64.75,20.95,1554921928
Mar del Plata,60.34,50,0,3.94,AR,-46.43,-67.52,1554921971
Mercedes,82.03,49,0,6.4,UY,-33.25,-58.03,1554922047
Jardim,88.42,49,12,7.18,BR,-21.48,-56.15,1554922104
Pinsk,46.3,48,92,7.74,BY,52.11,26.1,1554922206
Larsnes,34.97,48,0,8.05,NO,62.2,5.58,1554921958
Albany,44.13,48,40,13.87,US,42.65,-73.75,1554921976
Atocha,73.31,48,75,5.82,EC,-1.22,-78.6,1554921984
Magadi,84.06,48,20,4.7,IN,12.96,77.22,1554921817
Pineville,83.66,48,1,9.17,US,31.32,-92.43,1554922093
Bila Tserkva,61.42,48,64,13.22,UA,49.8,30.11,1554922163
Traverse City,42.17,48,1,11.41,US,44.76,-85.62,1554922023
Gualeguaychu,83.47,48,8,7.63,AR,-33.01,-58.51,1554922111
Zaragoza,56.17,47,20,20.8,ES,41.65,-0.88,1554922013
Comodoro Rivadavia,59.0,47,20,6.93,AR,-45.87,-67.48,1554919200
Beian,33.15,47,0,10.29,NO,63.66,9.57,1554921998
Manikpur,79.96,47,12,4.05,IN,25.07,81.1,1554922162
Kodiak,76.68,47,1,16.11,US,39.95,-94.76,1554921974
San Matias,80.19,47,40,6.93,HN,13.97,-86.63,1554919200
Bendigo,45.01,46,0,7.18,AU,-36.76,144.28,1554922025
Chapais,28.4,46,20,10.29,CA,49.78,-74.86,1554919200
Lyuban,42.97,46,24,7.18,BY,52.8,28.0,1554922078
Mastic Beach,55.89,46,75,10.29,US,40.77,-72.85,1554922202
Opuwo,74.83,46,32,2.15,NA,-18.06,13.84,1554922096
Alice Springs,62.6,45,0,4.7,AU,-23.7,133.88,1554919200
Ukiah,57.33,44,1,9.17,US,39.15,-123.21,1554922109
Husavik,39.0,44,8,8.99,CA,50.56,-96.99,1554921890
Sol-Iletsk,53.32,43,0,10.65,RU,51.16,55.0,1554922076
Thunder Bay,35.85,43,20,12.75,CA,48.41,-89.26,1554921004
Edson,48.2,42,1,4.7,CA,53.59,-116.44,1554919200
Pokrovsk,64.66,42,76,8.63,UA,48.28,37.18,1554921848
Fort Nelson,46.4,42,40,2.24,CA,58.81,-122.69,1554919200
Ocean City,83.41,42,1,5.82,US,30.44,-86.61,1554921640
Acari,90.85,41,88,2.93,BR,-6.44,-36.64,1554922043
Lakefield,43.92,41,20,9.17,CA,44.42,-78.27,1554921948
Mendi,76.72,41,56,4.72,ET,9.8,35.1,1554922209
Centralia,78.03,40,1,16.11,US,39.21,-92.14,1554922500
Maine-Soroa,91.93,40,0,2.71,NE,13.21,12.02,1554922033
Teya,86.94,40,5,5.82,MX,21.05,-89.07,1554921971
Karlstad,35.31,40,0,5.82,SE,59.38,13.5,1554921713
Campeche,84.2,39,5,6.93,MX,19.84,-90.54,1554918120
Lompoc,67.01,39,1,13.87,US,34.64,-120.46,1554922071
Mackay,49.1,39,40,5.82,CA,53.65,-115.58,1554919200
Xining,26.23,39,0,4.05,CN,36.62,101.77,1554922178
Ayagoz,47.02,39,88,7.63,KZ,47.96,80.43,1554922214
Rapar,85.99,38,0,11.1,IN,23.57,70.65,1554922078
Vardo,65.44,38,1,9.17,US,39.62,-77.74,1554922130
Nuevo Progreso,89.04,38,1,17.22,US,26.05,-97.95,1554921806
Linares,70.51,37,0,3.71,CL,-35.85,-71.6,1554921965
Ixtapa,83.61,37,5,2.82,MX,20.71,-105.21,1554921920
Yulara,66.2,37,0,8.05,AU,-25.24,130.99,1554919200
Carmona,65.7,37,0,16.11,ES,37.47,-5.64,1554922141
Thompson,33.8,37,75,3.36,CA,55.74,-97.86,1554919200
Columbia,78.93,36,1,20.8,US,38.95,-92.33,1554921961
Boa Vista,95.0,36,40,9.17,BR,2.82,-60.67,1554919200
Marondera,68.53,36,36,9.75,ZW,-18.19,31.55,1554922190
Lampa,74.16,35,0,6.93,CL,-33.29,-70.87,1554922029
Qaqortoq,51.8,34,75,31.09,GL,60.72,-46.03,1554918600
Carnarvon,65.83,34,24,5.06,ZA,-30.97,22.13,1554922096
Moussoro,91.39,34,0,4.16,TD,13.64,16.49,1554922165
Narsaq,51.8,34,75,31.09,GL,60.91,-46.05,1554918600
Nome,86.04,33,1,12.75,US,30.04,-94.42,1554921997
Dwarka,92.46,33,12,8.05,IN,28.58,77.04,1554919208
Guerrero Negro,75.37,33,0,12.33,MX,27.97,-114.04,1554922072
Sterling,68.25,32,1,13.87,US,39.0,-77.4,1554921846
Pisco,71.6,30,0,9.17,PE,-13.71,-76.2,1554919200
Laguna,80.6,30,5,10.29,MX,27.52,-110.01,1554918180
Iranshahr,82.4,30,75,9.17,IR,27.21,60.69,1554919200
Muskogee,86.14,30,1,26.4,US,35.75,-95.37,1554921980
Auki,94.09,29,80,5.17,NG,12.18,6.51,1554922088
Port Elizabeth,62.96,29,40,12.75,US,39.31,-74.98,1554922006
Bowmore,75.78,29,1,12.75,US,34.94,-79.3,1554921932
Hay River,51.8,29,40,4.7,CA,60.82,-115.79,1554919200
Geraldton,30.2,28,20,11.41,CA,49.72,-86.95,1554919920
Jasper,83.08,28,0,3.49,US,33.83,-87.28,1554922033
Najran,82.4,28,5,4.7,SA,17.54,44.22,1554919200
Paducah,78.15,27,1,5.82,US,37.08,-88.6,1554921906
Morehead,69.04,26,1,8.05,US,38.18,-83.43,1554921957
Arteaga,77.34,25,5,11.41,MX,25.45,-100.85,1554922078
Roquetas de Mar,66.88,24,20,21.92,ES,36.76,-2.61,1554921316
Ures,75.99,24,0,4.0,MX,30.73,-112.95,1554921856
Adre,84.01,24,0,5.73,TD,13.47,22.2,1554922056
Albanel,33.8,24,40,5.82,CA,48.88,-72.44,1554919200
Aswan,77.53,23,0,11.65,EG,24.09,32.9,1554922117
Cabo San Lucas,87.19,22,5,10.29,MX,22.89,-109.91,1554921116
Biltine,87.7,22,0,6.96,TD,14.53,20.93,1554922070
Coahuayana,86.71,22,0,3.04,MX,18.62,-100.35,1554922138
Segou,105.8,21,0,6.93,SN,12.41,-12.29,1554919200
Stephenville,90.45,21,1,19.46,US,32.22,-98.2,1554922026
Agropoli,52.43,21,24,7.74,IT,40.35,15.0,1554922088
Djenne,96.88,19,0,8.08,ML,13.91,-4.55,1554922024
Kayes,99.85,18,0,8.75,ML,14.44,-11.44,1554922226
Upington,80.6,18,20,6.93,ZA,-28.46,21.24,1554919200
Liberal,84.24,16,1,26.4,US,37.04,-100.92,1554922000
Douglas,62.01,15,1,21.92,US,31.34,-109.55,1554921937
Goundam,94.54,14,0,10.09,ML,16.42,-3.66,1554922043
Sitka,89.01,14,80,20.0,US,37.17,-99.65,1554922000
Agadez,98.6,13,0,6.93,NE,16.97,7.99,1554919200
Taoudenni,85.72,12,0,7.4,ML,22.68,-3.98,1554922124
Tessalit,81.22,11,0,8.63,ML,20.2,1.01,1554922142
Bethanien,64.75,11,0,1.81,NA,-26.5,17.16,1554922218
Araouane,88.69,10,0,7.74,ML,18.9,-3.53,1554922167
Paraiso,78.44,9,5,8.05,MX,24.01,-104.61,1554922217
Adrar,86.0,9,0,5.39,DZ,27.87,-0.29,1554919200
Constitucion,78.44,9,5,8.05,MX,23.99,-104.67,1554921616
